VBat1,VBat2,VBat3,TEx1,TEx2,TIn1,TIn2,TIn3,5VLine,12VLine,
  55,  58,  69,4095,4095,1461,1438,1300,2117,1359,1018,
  57,  55,  68,4095,4095,1461,1438,1296,2117,1323,1016,
  57,  57,  68,4095,4095,1460,1439,1296,2115,1335,1015,
  56,  57,  70,4095,4095,1461,1437,1297,2115,1349,1015,
  57,  56,  69,4095,4095,1460,1437,1298,2117,1329,1017,
  56,  57,  68,4095,4095,1463,1437,1299,2116,1317,1016,
  56,  56,  71,4095,4095,1461,1438,1298,2117,1314,1017,
  55,  56,  69,4095,4095,1461,1438,1299,2114,1387,1015,
  56,  56,  68,4095,4095,1462,1438,1297,2116,1362,1016,
  57,  57,  70,4095,4095,1461,1437,1297,2116,1338,1015,
  57,  57,  67,4095,4095,1466,1437,1300,2115,1348,1016,
  56,  55,  68,4095,4095,1461,1437,1300,2115,1343,1017,
  56,  55,  67,4095,4095,1462,1440,1300,2117,1363,1017,
  56,  55,  69,4095,4095,1462,1438,1300,2119,1346,1017,
  57,  55,  69,4095,4095,1462,1438,1297,2117,1343,1017,
  56,  55,  68,4095,4095,1461,1438,1299,2115,1357,1016,
  55,  56,  68,4095,4095,1463,1438,1298,2117,1367,1015,
  56,  55,  69,4095,4095,1462,1439,1299,2116,1340,1015,
  57,  57,  70,4095,4095,1463,1439,1294,2117,1344,1016,
  56,  57,  69,4095,4095,1462,1439,1297,2115,1347,1016,
  56,  57,  68,4095,4095,1461,1438,1300,2117,1341,1016,
  57,  55,  69,4095,4095,1463,1440,1297,2117,1341,1016,
  55,  56,  69,4095,4095,1463,1437,1298,2117,1346,1015,
  56,  56,  70,4095,4095,1463,1437,1298,2117,1335,1017,
  57,  55,  69,4095,4095,1464,1437,1300,2117,1339,1017,
  57,  55,  69,4095,4095,1461,1439,1299,2115,1352,1015,
  58,  56,  69,4095,4095,1463,1437,1297,2117,1307,1017,
  56,  56,  67,4095,4095,1464,1438,1295,2116,1343,1017,
  56,  57,  70,4095,4095,1463,1439,1298,2117,1341,1017,
  55,  55,  70,4095,4095,1463,1438,1297,2115,1341,1017,
