VBat1,VBat2,VBat3,TEx1,TEx2,TIn1,TIn2,TIn3,5VLine,12VLine,
  57,  57,  69,4095,4095,1465,1451,1300,2118,1185,1020,
  56,  56,  67,4095,4095,1463,1453,1299,2117,1145,1018,
  56,  56,  68,4095,4095,1463,1452,1297,2117,1116,1020,
  56,  56,  68,4095,4095,1466,1451,1297,2113,1102,1019,
  57,  54,  69,4095,4095,1465,1453,1295,2115,1384,1020,
  57,  58,  69,4095,4095,1463,1452,1298,2117,1365,1020,
  56,  56,  69,4095,4095,1465,1453,1298,2117,1406,1020,
  57,  56,  69,4095,4095,1465,1454,1298,2116,1411,1019,
  56,  55,  67,4095,4095,1465,1453,1296,2116,1429,1018,
  56,  55,  70,4095,4095,1463,1454,1299,2121,1265,1019,
  56,  56,  69,4095,4095,1465,1452,1298,2115,1282,1019,
  57,  56,  68,4095,4095,1465,1453,1296,2117,1257,1021,
  57,  56,  70,4095,4095,1465,1454,1295,2117,1288,1018,
  56,  56,  68,4095,4095,1468,1454,1300,2115,1266,1019,
  57,  56,  68,4095,4095,1465,1454,1298,2118,1232,1019,
  57,  57,  70,4095,4095,1466,1454,1299,2117,1169,1019,
  57,  57,  69,4095,4095,1465,1455,1298,2118,1142,1018,
  57,  56,  69,4095,4095,1466,1453,1298,2119,1108,1019,
  57,  56,  69,4095,4095,1465,1455,1297,2117,1229,1020,
  55,  55,  69,4095,4095,1464,1456,1297,2118,1367,1020,
  55,  57,  70,4095,4095,1464,1455,1298,2117,1397,1020,
  56,  57,  69,4095,4095,1466,1455,1295,2116,1421,1019,
  57,  56,  69,4095,4095,1464,1456,1296,2116,1417,1020,
  55,  56,  70,4095,4095,1467,1454,1295,2113,1423,1020,
  55,  56,  69,4095,4095,1465,1455,1297,2115,1263,1018,
  56,  56,  69,4095,4095,1465,1455,1300,2117,1262,1019,
  57,  57,  68,4095,4095,1465,1455,1297,2116,1296,1020,
  56,  55,  68,4095,4095,1466,1455,1296,2114,1272,1021,
  56,  56,  69,4095,4095,1464,1455,1298,2118,1243,1021,
  57,  57,  70,4095,4095,1465,1454,1300,2115,1226,1019,
  57,  56,  68,4095,4095,1465,1455,1297,2116,1159,1019,
  57,  55,  69,4095,4095,1464,1455,1297,2117,1146,1018,
  56,  56,  69,4095,4095,1465,1457,1298,2117,1081,1019,
  57,  56,  69,4095,4095,1465,1457,1299,2118,1394,1021,
  57,  55,  69,4095,4095,1465,1457,1296,2118,1403,1019,
  57,  55,  67,4095,4095,1465,1457,1294,2118,1411,1019,
  55,  56,  70,4095,4095,1466,1456,1298,2117,1427,1019,
  57,  55,  69,4095,4095,1466,1458,1295,2116,1439,1020,
