Latency[ms]
2.852416
0.241811
0.320087
2.702048
0.264533
0.204719
9.002055
3.167762
0.933947
16.293804
0.339920
0.217774
0.450474
1.361922
0.765931
0.239533
0.253811
0.212904
0.203941
0.329458
1.548363
3.101245
26.757092
0.592582
0.223644
0.537287
0.702636
26.543818
0.891504
0.405456
0.318976
2.792694
1.241035
0.529232
0.376604
0.303420
46.638522
3.160096
0.515454
0.221071
0.219830
0.400641
0.219163
0.225385
1.082964
0.237330
0.522029
2.452866
7.552874
2.859823
0.720895
0.465696
0.253514
0.233181
0.245218
1.100315
0.192497
1.244183
0.227811
0.191034
0.424289
0.339217
0.228459
0.280255
0.191885
0.272588
0.580213
0.440715
0.314624
0.221386
0.195664
0.783043
0.238551
0.216015
8.973888
0.781764
0.265644
0.207737
0.260663
0.258606
0.397252
0.210311
0.576713
0.296032
128.373183
0.231570
0.183312
0.178923
0.184979
0.889522
0.236311
0.182219
0.176960
0.181886
0.393160
0.708989
0.227885
0.241756
0.186108
0.232033
0.181794
3.613977
0.483066
1.354385
0.246978
0.189423
55.164788
93.415708
0.442734
0.214959
0.193497
0.187570
0.281458
0.630027
0.213164
0.965428
0.250051
2.317480
2.859879
26.484264
11.351126
0.321402
0.367179
17.722113
0.304735
0.201978
0.227477
1.057316
0.336420
1.234332
0.277903
0.232959
0.222515
0.433456
0.209830
46.417933
0.373012
0.219700
0.307977
0.519214
0.218719
0.317847
0.204053
0.215570
4.485277
2.053317
17.311434
10.653620
68.730267
11.665658
0.379993
1.424069
0.319143
23.230429
0.717821
28.324308
0.596527
3.420832
20.087926
0.339327
8.355102
0.281718
0.203071
0.188071
0.186238
0.188497
0.182848
0.213459
0.180608
0.248866
0.235663
0.205460
0.183719
1.364866
0.555232
0.271551
0.206626
0.198200
0.203200
0.195386
0.440382
0.236996
0.722025
0.312050
0.282477
0.195812
0.231533
0.205237
0.272663
0.195923
0.194182
0.187682
0.192423
0.798468
0.332031
0.296977
0.240959
0.284310
0.333013
0.250255
0.204664
0.202071
0.196200
0.197237
0.191089
0.431771
0.353605
2.336554
0.274143
0.462733
0.236459
0.823782
0.228256
0.257347
0.543250
0.229237
0.256977
0.200219
0.326754
0.476103
0.472733
0.223200
0.283570
0.275625
0.199312
0.195219
0.240384
0.191367
0.739488
0.270644
0.191515
0.190404
0.267311
0.904911
0.259515
0.230108
0.203978
0.203589
0.266606
0.193793
0.196330
0.233940
0.244107
0.200923
0.290329
0.230866
0.195516
0.194200
0.195274
0.196830
0.431752
0.231014
0.393142
0.543936
0.261533
0.197497
0.214237
0.212441
0.199071
0.189830
0.192274
0.214737
0.188997
0.287810
0.201311
0.333031
0.209441
0.193460
0.204144
0.259180
0.211070
0.204275
0.793228
0.220441
0.193237
0.191330
0.193219
0.189608
0.262922
0.194849
0.189682
0.206793
0.243441
0.198515
0.190627
0.190664
0.226515
0.188812
0.211607
0.633415
1.277553
0.444085
0.218089
0.197145
0.199460
0.193774
0.202367
0.202108
0.522640
0.283292
0.200923
0.221959
0.193441
0.197237
0.380827
0.203015
0.202664
2.308425
1.550881
0.416271
1.075445
2.192538
0.653100
0.433585
0.287606
19.066072
0.639897
4.453722
0.346550
29.374235
0.278217
0.296606
16.741963
0.796024
1.915876
0.272848
0.599453
19.135867
0.275736
0.238589
2.534180
0.884189
0.233719
0.210441
8.170290
1.438346
1.684694
0.233996
0.213681
0.196571
0.186849
10.601713
0.475992
0.329494
0.199182
0.989502
0.505473
0.370679
0.213440
0.286403
0.290458
0.211459
0.206478
0.193719
0.202700
0.200071
0.568064
10.681323
0.301550
0.197404
0.203181
0.273069
0.200978
0.192774
0.205108
0.233737
0.195312
0.812505
0.222441
0.212108
0.255718
0.204830
0.212460
0.370346
0.522658
0.562805
1.670510
0.247107
0.913114
1.298571
0.241274
0.232033
1.069000
0.277718
0.202460
0.195404
0.204756
0.257644
4.383686
0.250255
0.201626
0.192368
0.192867
0.193885
0.921929
0.228774
0.416752
0.206552
0.239422
0.237570
0.192848
1.342015
0.223904
0.207052
0.191071
4.999473
0.251996
0.211033
0.195960
0.242977
0.199645
0.190868
0.343661
0.215292
0.195404
0.199885
0.282644
0.206052
0.196737
0.217626
0.194089
1.019113
0.247774
0.270514
0.208533
0.193978
0.196367
0.205886
0.354531
3.568274
8.337103
52.668440
5.111786
0.274236
0.272810
0.204978
0.252699
0.328439
0.213126
0.247552
0.306792
0.221552
0.196256
0.217996
0.208015
0.258700
0.201571
0.204626
0.189090
0.193479
0.198700
0.214552
0.195089
0.206329
0.207830
0.196645
0.203756
