Latency[ms]
0.269625
0.287551
0.283699
0.282126
0.278681
0.279533
0.277959
0.277274
0.277459
0.278348
0.277422
0.260126
0.260459
0.281107
0.279329
0.277273
0.279903
0.277625
0.277163
0.278200
0.298607
0.280718
0.279107
0.278792
0.338662
0.283533
0.277811
0.278867
0.277534
0.277552
0.277403
0.277625
0.277033
0.276848
0.278125
0.277756
0.281330
0.276737
0.271922
0.281829
0.277940
0.276996
0.277181
0.276793
0.276848
0.277126
0.277163
0.276589
0.276681
0.276682
0.277015
0.276311
0.352347
0.255237
0.252404
0.261829
0.257459
0.260052
0.256792
0.255478
0.257163
0.246978
0.247015
0.245386
0.246126
0.245737
0.246052
0.245959
0.269940
0.249108
0.287199
0.313810
0.297236
0.761100
0.305570
0.287866
0.252200
0.256403
0.257571
0.249793
0.308533
0.246793
0.247885
0.245978
0.246033
0.246589
0.254922
0.247052
0.246552
0.540307
0.258922
0.255015
0.245903
0.256015
0.378384
0.253571
0.247533
0.255663
0.249441
0.245682
0.246293
0.248108
0.246070
0.246700
0.246329
0.246348
0.285533
0.246830
0.246533
0.247219
0.286348
0.276589
0.275293
0.276496
0.276108
0.275421
0.275385
0.275348
0.273385
0.274588
0.275830
0.276274
0.275126
0.275404
0.261144
0.285755
0.378087
0.258052
0.250312
0.285718
0.247145
0.247718
0.247627
0.247293
0.247237
0.247552
0.247366
0.246923
0.246570
0.298829
0.247608
0.246515
0.246367
0.247496
0.256700
0.249440
0.283274
0.247312
0.247645
0.246682
0.284977
0.247201
0.247182
0.246645
0.303033
0.247311
0.246459
0.246682
0.246977
0.247182
0.247478
0.282699
0.246608
0.246015
0.271774
0.426345
0.248775
0.247163
0.246663
0.304255
0.246904
0.255737
0.247071
0.246663
0.245830
0.245774
0.245997
0.246127
0.245108
0.246367
0.246070
0.245423
0.245849
0.255015
0.306329
0.251756
0.247570
0.246941
0.246533
0.246071
0.246645
0.246293
0.246996
0.246348
0.246015
0.246108
0.246552
0.246571
0.245941
0.284867
0.299903
0.289570
0.268552
0.255904
0.255497
0.286663
0.246700
0.246774
0.246700
0.246552
0.246348
0.245737
0.246923
0.246848
0.245886
0.304515
0.248441
0.246959
0.246904
0.245404
0.247608
0.245645
0.245497
0.246089
0.246645
0.245811
0.245386
0.245811
0.255755
0.256607
0.250756
0.263644
0.246960
0.247441
0.247218
0.246570
0.247645
0.285848
0.248108
0.247626
0.247848
0.329421
0.257200
0.260848
0.247181
0.255551
0.287829
0.250478
0.246311
0.247108
0.247366
0.246756
0.247089
0.246719
0.246533
0.246681
0.248108
0.263015
0.286070
0.247089
0.247034
0.319921
0.249867
0.246608
0.247459
0.255700
0.249422
0.283478
0.247811
0.247367
0.247015
0.247052
0.256089
0.250460
0.285607
0.255534
0.250274
0.298144
0.253533
0.247960
0.256663
0.250256
0.283829
0.247459
0.247774
0.263700
0.283941
0.246978
0.247792
0.285737
0.246774
0.289458
0.258181
0.249330
0.283533
0.246422
0.245774
0.245774
0.246218
0.245959
0.255386
0.246645
0.246497
0.246700
0.255385
0.247478
0.246219
0.265829
0.246775
0.283718
0.247570
0.245756
0.246700
0.246015
0.245829
0.246459
0.245867
0.246330
0.402050
0.256996
0.256755
0.246552
0.303774
0.254941
0.247700
0.246330
0.246645
0.262126
0.247644
0.246626
0.295015
0.286570
0.265237
0.286052
0.246663
0.246904
0.246719
0.303644
0.256034
0.244255
0.236719
0.236589
0.237385
0.236441
0.238015
0.236811
0.236534
0.236719
0.236404
0.236830
0.236756
0.236386
0.236922
0.243238
0.234274
0.234237
0.233682
0.246681
0.233886
0.234552
0.234497
0.234941
0.234793
0.233756
0.234145
0.234996
0.234922
0.234497
0.234553
0.234978
0.233219
0.233701
0.234553
0.234441
