Latency[ms]
0.207219
0.199053
0.198794
0.198941
0.198534
0.198182
0.198349
0.198164
0.198368
0.199145
0.198683
0.200719
0.197664
0.198164
0.242441
0.200386
0.198442
0.198627
0.198275
0.198701
0.198257
0.198071
0.198201
0.198516
0.199126
0.198127
0.197961
0.197923
0.198553
0.198664
0.198275
0.198053
0.197978
0.197701
0.199979
0.199238
0.198127
0.198164
0.198404
0.198387
0.199294
0.198312
0.198794
0.197794
0.198627
0.199145
0.197701
0.198257
0.198516
0.197887
0.198683
0.198275
0.198164
0.245885
0.252756
0.199312
0.197868
0.198608
0.197960
0.199552
0.198775
0.198405
0.198367
0.198164
0.198035
0.199090
0.198089
0.198108
0.198331
0.197923
0.198312
0.198497
0.198331
0.199608
0.199405
0.198071
0.197923
0.198460
0.198275
0.198201
0.197682
0.198664
0.198256
0.197997
0.198127
0.198386
0.198664
0.197886
0.197720
0.198164
0.198608
0.198775
0.197757
0.198997
0.198257
0.198386
0.198663
0.198386
0.198404
0.197720
0.197998
0.198312
0.198590
0.296385
0.199793
0.197960
0.198886
0.197515
0.197831
0.198515
0.197720
0.198108
0.234886
0.200831
0.198386
0.197812
0.197553
0.199330
0.198016
0.198201
0.198294
0.198127
0.198794
0.197775
0.198163
0.198164
0.198609
0.198923
0.198182
0.197775
0.198275
0.198312
0.199719
0.199256
0.198645
0.198219
0.197626
0.199293
0.198312
0.197942
0.198146
0.198034
0.198349
0.198960
0.198201
0.198275
0.198942
0.198516
0.199441
0.198034
0.198386
0.198146
0.201682
0.202183
0.200312
0.200015
0.200608
0.201071
0.201219
0.200461
0.200572
0.200423
0.200330
0.201071
0.200386
0.200441
0.200349
0.200127
0.200164
0.200849
0.200608
0.200794
0.233700
0.201552
0.201201
0.200404
0.200423
0.200127
0.200257
0.200905
0.199924
0.200404
0.200367
0.199998
0.200756
0.200682
0.199960
0.200275
0.200701
0.202052
0.200515
0.203201
0.200071
0.200053
0.200923
0.200516
0.200572
0.200405
0.200720
0.201201
0.243071
0.201719
0.200460
0.201200
0.201145
0.200072
0.200386
0.200312
0.200293
0.201146
0.230775
0.203053
0.200442
0.200479
0.200942
0.201108
0.200275
0.200349
0.200163
0.200312
0.202034
0.200757
0.200367
0.200683
